Dataset,Run,Checkpoint,Training_Type,Method,CMC_Type,Input_Type,Misclassification_Count,S1_Train_loss,S1_Train_acc,S1_Val_loss,S1_Val_acc,S1_Test_loss,S1_Test_acc,S2_Train_loss,S2_Train_acc,S2_Val_loss,S2_Val_acc,S2_Test_loss,S2_Test_acc,S3_Train_loss,S3_Train_acc,S3_Val_loss,S3_Val_acc,S3_Test_loss,S3_Test_acc,Solve_Time
Food101,2,./checkpoints/Food101_CO/Run2_checkpoint_TAGD__0.pth,ERM,TAGD,,t,0,0.111530175,96.51666667,1.194606708,68.73333333,0.962167187,73.92,2.302556291,96.51666667,2.302566545,66.4,2.302564218,73.36,-1,-1,-1,-1,-1,-1,578.5936754
Food101,3,./checkpoints/Food101_CO/Run3_checkpoint_TAGD__0.pth,ERM,TAGD,,t,0,1.011090469,65.53333333,1.378830701,53.8,1.180331937,58.24,2.302520802,65.53333333,2.302533865,51.53333333,2.302525938,56.12,-1,-1,-1,-1,-1,-1,462.1160316
Food101,4,./checkpoints/Food101_CO/Run4_checkpoint_TAGD__0.pth,ERM,TAGD,,t,0,0.431772667,86.21666667,1.11674848,65.46666667,0.954786664,68.76,2.30253859,86.21666667,2.302551358,62.46666667,2.302547871,66.56,-1,-1,-1,-1,-1,-1,631.3575814
Food101,5,./checkpoints/Food101_CO/Run5_checkpoint_TAGD__0.pth,ERM,TAGD,,t,0,0.65071683,78.4,1.252965529,59.6,1.082388014,64.44,2.302533316,78.4,2.302547209,56.73333333,2.302543983,60.6,-1,-1,-1,-1,-1,-1,521.0015252
KMNIST,1,./checkpoints/KMNIST_CO/Run1_checkpoint_RAB__0.pth,ERM,TAGD,,t,0,0.003177933,99.91041667,0.036436154,99.11666667,0.114266813,97.32,2.302558071,99.91041667,2.302558469,98.975,2.302559978,97.36,-1,-1,-1,-1,-1,-1,6661.437942
KMNIST,2,./checkpoints/KMNIST_CO/Run2_checkpoint_RAB__0.pth,ERM,TAGD,,t,0,0.002082561,99.9375,0.028688102,99.25833333,0.125765306,97.17,2.302558484,99.9375,2.302558753,99.08333333,2.302560287,97.27,-1,-1,-1,-1,-1,-1,6918.70834
KMNIST,3,./checkpoints/KMNIST_CO/Run3_checkpoint_RAB__0.pth,ERM,TAGD,,t,0,0.001228794,99.95833333,0.026576396,99.325,0.10702668,97.8,2.302558791,99.95833333,2.302559046,99.28333333,2.302560331,97.6,-1,-1,-1,-1,-1,-1,7061.048603
KMNIST,4,./checkpoints/KMNIST_CO/Run4_checkpoint_TAGD__0.pth,ERM,TAGD,,t,0,0.001406535,99.9625,0.036603999,99.125,0.118373511,97.4,2.302559861,99.9625,2.302560242,99.05833333,2.302561295,97.56,-1,-1,-1,-1,-1,-1,5852.641716
KMNIST,5,./checkpoints/KMNIST_CO/Run5_checkpoint_TAGD__0.pth,ERM,TAGD,,t,0,1.26E-06,100,0.019097099,99.525,0.103271851,98.21,2.302566526,100,2.302566778,99.43333333,2.302567618,98.12,-1,-1,-1,-1,-1,-1,6767.227818
MNIST,1,./checkpoints/MNIST_CO/Run1_checkpoint_RAB__0.pth,ERM,TAGD,,t,0,0.075998157,97.60208333,0.087471458,97.11666667,0.082841061,97.36,2.298934007,97.60208333,2.2989428,97.08333333,2.298913928,97.36,-1,-1,-1,-1,-1,-1,158.5745218
MNIST,2,./checkpoints/MNIST_CO/Run2_checkpoint_RAB__0.pth,ERM,TAGD,,t,0,0.063198175,98.0875,0.07306819,97.79166667,0.065687954,97.9,2.300801481,98.0875,2.300797614,97.80833333,2.300787573,97.88,-1,-1,-1,-1,-1,-1,151.2390325
MNIST,3,./checkpoints/MNIST_CO/Run3_checkpoint_RAB__0.pth,ERM,TAGD,,t,0,0.05293916,98.37083333,0.06571005,98.04166667,0.055674114,98.23,2.298185944,98.37083333,2.298198235,98.06666667,2.298153164,98.25,-1,-1,-1,-1,-1,-1,160.2142887
MNIST,4,./checkpoints/MNIST_CO/Run4_checkpoint_TAGD__0.pth,ERM,TAGD,,t,0,0.056151113,98.275,0.074934728,97.51666667,0.061152758,97.94,2.299987069,98.275,2.299997626,97.53333333,2.29996643,97.95,-1,-1,-1,-1,-1,-1,141.1267962
MNIST,5,./checkpoints/MNIST_CO/Run5_checkpoint_TAGD__0.pth,ERM,TAGD,,t,0,0.064952961,97.93333333,0.077315493,97.63333333,0.071552762,97.71,2.29803567,97.93333333,2.298049241,97.64166667,2.297995409,97.66,-1,-1,-1,-1,-1,-1,137.0650485
office31,1,./checkpoints/office31_CO/Run1_checkpoint_RAB__0.pth,ERM,TAGD,,t,0,0.069123873,98.83527454,0.961987766,75.77777778,0.96599112,75.48845471,3.070471997,98.83527454,3.213056674,21.11111111,3.225647481,21.31438721,-1,-1,-1,-1,-1,-1,1185.128459
office31,2,./checkpoints/office31_CO/Run2_checkpoint_TAGD__0.pth,ERM,TAGD,,t,0,0.24213031,95.39656129,1.085049131,72,1.054049839,73.17939609,3.427742762,95.39656129,3.429864193,20.22222222,3.429950006,19.53818828,-1,-1,-1,-1,-1,-1,1208.130898
office31,3,./checkpoints/office31_CO/Run3_checkpoint_TAGD__0.pth,ERM,TAGD,,t,0,0.064554178,99.27897948,0.953413032,74.66666667,0.940688866,75.13321492,3.426232704,99.27897948,3.428780545,21.33333333,3.42894669,20.42628774,-1,-1,-1,-1,-1,-1,925.4895778
office31,4,./checkpoints/office31_CO/Run4_checkpoint_TAGD__0.pth,ERM,TAGD,,t,0,0.014039362,99.77814753,1.01396707,76.22222222,0.983163848,77.97513321,3.426703188,99.77814753,3.429453223,17.11111111,3.42928834,17.05150977,-1,-1,-1,-1,-1,-1,945.1741235
office31,5,./checkpoints/office31_CO/Run5_checkpoint_TAGD__0.pth,ERM,TAGD,,t,0,0.00846991,99.83361065,1.110228206,73.55555556,0.986328468,76.19893428,3.425750802,99.83361065,3.429272056,20,3.428869136,17.58436945,-1,-1,-1,-1,-1,-1,1300.346996
SVHN,1,./checkpoints/SVHN_CO/Run1_checkpoint_TAGD__0.pth,ERM,TAGD,,t,0,0.166470609,95.17788585,0.238734925,93.06531977,0.192708419,94.71419791,2.302184685,95.17788585,2.302192472,92.96976316,2.30219623,94.67578365,-1,-1,-1,-1,-1,-1,1521.105545
SVHN,2,./checkpoints/SVHN_CO/Run2_checkpoint_TAGD__0.pth,ERM,TAGD,,t,0,0.150780994,95.76316014,0.233127732,93.54992833,0.207079731,94.12645974,2.302303715,95.76316014,2.302308189,93.33833868,2.302307603,93.99585126,-1,-1,-1,-1,-1,-1,5464.39693
SVHN,3,./checkpoints/SVHN_CO/Run3_checkpoint_TAGD__0.pth,ERM,TAGD,,t,0,0.15249541,95.72903336,0.232593336,93.33833868,0.223215816,93.49262446,2.302309824,95.72903336,2.302315157,93.34516415,2.302323716,93.30439459,-1,-1,-1,-1,-1,-1,9672.0579
SVHN,4,./checkpoints/SVHN_CO/Run4_checkpoint_TAGD__0.pth,ERM,TAGD,,t,0,0.158368729,95.58740722,0.215105902,93.7069142,0.199912384,94.37615243,2.302273247,95.58740722,2.302279142,93.41341888,2.302283957,94.19944683,-1,-1,-1,-1,-1,-1,1947.171732
EMNIST,1,./checkpoints/EMNIST_CO/Run1_checkpoint_TAGD__0.pth,ERM,TAGD,,t,0,0.075658878,97.01722756,0.15050777,94.91185897,0.15760763,94.84615385,3.25715638,97.01722756,3.257172444,94.04647436,3.257173136,94.12980769,-1,-1,-1,-1,-1,-1,5500.708735
EMNIST,3,./checkpoints/EMNIST_CO/Run3_checkpoint_TAGD__0.pth,ERM,TAGD,,t,0,0.107124591,95.96654647,0.156731405,94.42708333,0.163014422,94.32211538,3.256964892,95.96654647,3.256976888,93.9463141,3.256977151,93.80769231,-1,-1,-1,-1,-1,-1,3560.130821
EMNIST,4,./checkpoints/EMNIST_CO/Run4_checkpoint_TAGD__0.pth,ERM,TAGD,,t,0,0.073429406,97.06530449,0.145150962,95.10416667,0.158145828,94.82211538,3.257159464,97.06530449,3.257173313,94.1786859,3.257176923,93.97596154,-1,-1,-1,-1,-1,-1,9971.942132
EMNIST,5,./checkpoints/EMNIST_CO/Run5_checkpoint_TAGD__0.pth,ERM,TAGD,,t,0,0.087404119,96.59855769,0.153262115,94.8036859,0.165202806,94.42788462,3.257424714,96.59855769,3.257434922,94.23477564,3.257437445,93.91346154,-1,-1,-1,-1,-1,-1,4312.676121
USPS,1,./checkpoints/USPS_CO/Run1_checkpoint_RAB__0.pth,ERM,TAGD,,t,0,0.005998688,99.87997257,0.034969433,98.97119342,0.120671546,97.20976582,2.30256699,99.87997257,2.302567337,99.03978052,2.30256806,97.1101146,-1,-1,-1,-1,-1,-1,1695.223997
USPS,2,./checkpoints/USPS_CO/Run2_checkpoint_RAB__0.pth,ERM,TAGD,,t,0,0.001378196,99.98285322,0.022180504,99.45130316,0.136745813,96.96063777,2.302569233,99.98285322,2.302569389,99.24554184,2.302570045,97.06028899,-1,-1,-1,-1,-1,-1,1042.997835
USPS,3,./checkpoints/USPS_CO/Run3_checkpoint_RAB__0.pth,ERM,TAGD,,t,0,0.001381774,99.98285322,0.024907451,99.31412894,0.1407361,96.96063777,2.302565847,99.98285322,2.302566087,99.10836763,2.302566908,96.6118585,-1,-1,-1,-1,-1,-1,1085.19906
USPS,4,./checkpoints/USPS_CO/Run4_checkpoint_TAGD__0.pth,ERM,TAGD,,t,0,0.000479077,100,0.034015066,99.17695473,0.154534002,96.76133533,2.302569772,100,2.302570024,99.24554184,2.302570617,97.01046338,-1,-1,-1,-1,-1,-1,1482.89415
USPS,5,./checkpoints/USPS_CO/Run5_checkpoint_TAGD__0.pth,ERM,TAGD,,t,0,0.015159979,99.58847737,0.035567522,98.69684499,0.12929081,96.86098655,2.302563424,99.58847737,2.302563422,98.49108368,2.30256456,95.91429995,-1,-1,-1,-1,-1,-1,2683.383908
Caltech101,1,./checkpoints/Caltech101_CO/Run1_checkpoint_RAF_Any_1.pth,ERM,CMC,Any,t,1,0.014566263,99.86553976,0.430706804,89.54650269,0.419388442,89.8109728,0.016403204,99.82712255,0.43780096,89.46963874,0.424030566,89.8109728,0.00588726,99.92316558,0.375246363,91.54496541,0.42209588,90.31811895,11281.33054
Caltech101,2,./checkpoints/Caltech101_CO/Run2_checkpoint_RAF_Any_1.pth,ERM,CMC,Any,t,1,0.013747414,99.82712255,0.38760491,90.622598,0.404447668,90.59474412,0.014859195,99.78870534,0.393841359,90.39200615,0.408548998,90.50253573,0.00414157,100,0.345930944,92.00614912,0.391697549,90.8252651,11321.52071
Caltech101,3,./checkpoints/Caltech101_CO/Run3_checkpoint_RAF_Any_1.pth,ERM,CMC,Any,t,1,0.006418608,99.98079139,0.410573442,90.1614143,0.408189109,90.04149378,0.006647399,99.96158279,0.413095691,90.1614143,0.412692721,89.99538958,0.006067153,99.92316558,0.422523641,90.0076864,0.396348764,90.54863993,11321.03245
Caltech101,4,./checkpoints/Caltech101_CO/Run4_checkpoint_RAF_Any_1.pth,ERM,CMC,Any,t,1,0.007426092,99.88474837,0.410491253,89.85395849,0.463433978,89.94928538,0.007467323,99.86553976,0.411033863,89.85395849,0.464195714,89.90318119,0.010837598,99.86553976,0.439437566,89.85395849,0.450690813,90.54863993,11316.13186
Caltech101,5,./checkpoints/Caltech101_CO/Run5_checkpoint_RAF_Any_1.pth,ERM,CMC,Any,t,1,0.011328185,99.96158279,0.358358155,91.69869331,0.416812231,89.85707699,0.011702252,99.94237418,0.364202553,91.62182936,0.418442819,89.85707699,0.007696671,99.98079139,0.345877851,91.69869331,0.419140102,90.36422314,11314.79926
CIFAR10,2,./checkpoints/CIFAR10/Run2_checkpoint_RAF_Any_1.pth,ERM,CMC,Any,t,1,0.073397539,97.64,0.236632215,92.22,0.224331992,92.6,0.074241481,97.5475,0.24019335,92.26,0.222048281,92.69,0.058713622,98.18,0.233315743,92.42,0.221818935,92.84,1964.647698
FashionMNIST,1,./checkpoints/FashionMNIST_CO/Run1_checkpoint_RAF_Any_1.pth,ERM,CMC,Any,t,1,0.111845303,96.15416667,0.201967621,92.65833333,0.213913482,92.31,0.111858382,96.15833333,0.201992409,92.65,0.213939216,92.32,0.084602176,97.04791667,0.209406302,92.89166667,0.239137432,92.32,1362.199244
FashionMNIST,2,./checkpoints/FashionMNIST_CO/Run2_checkpoint_RAF_Any_1.pth,ERM,CMC,Any,t,1,0.119868036,95.73125,0.207638854,92.525,0.225703587,92.16,0.119849984,95.73125,0.207646668,92.51666667,0.225607934,92.16,0.089991229,96.575,0.2189969,92.35,0.222986643,92.61,190.6772866
FashionMNIST,3,./checkpoints/FashionMNIST_CO/Run3_checkpoint_RAF_Any_1.pth,ERM,CMC,Any,t,1,0.142526052,95.0125,0.200466982,92.66666667,0.221569721,92.16,0.142528268,95.01041667,0.200469016,92.66666667,0.221572385,92.16,0.106399085,96.2,0.203354553,92.80833333,0.21853772,92.59,6482.842496
FashionMNIST,4,./checkpoints/FashionMNIST_CO/Run4_checkpoint_RAF_Any_1.pth,ERM,CMC,Any,t,1,0.107646055,96.33125,0.203648196,92.85833333,0.216532058,92.4,0.107642357,96.33125,0.203643812,92.85833333,0.21652759,92.41,0.056190127,98.16041667,0.215689634,93.24166667,0.229016475,92.95,268.2095494
FashionMNIST,5,./checkpoints/FashionMNIST_CO/Run5_checkpoint_RAF_Any_1.pth,ERM,CMC,Any,t,1,0.136930787,95.0125,0.193612065,92.68333333,0.21222447,92.36,0.136910417,95.01458333,0.193587994,92.68333333,0.212206651,92.37,0.09810049,96.69791667,0.192770389,93.05,0.21143019,92.81,247.6553824
Food101,1,./checkpoints/Food101_CO/Run1_checkpoint_RAF_Any_1.pth,ERM,CMC,Any,t,1,0.585211842,81.4,1.14186375,63.6,0.95037513,68.32,0.585231421,81.38333333,1.141910558,63.6,0.950431541,68.32,0.520556985,83.21666667,1.286933545,61.6,0.98363569,69.92,136.6050298
Food101,2,./checkpoints/Food101_CO/Run2_checkpoint_RAF_Any_1.pth,ERM,CMC,Any,t,1,0.111530201,96.51666667,1.19460665,68.73333333,0.962167304,73.92,0.111543717,96.5,1.194700801,68.73333333,0.962227459,73.92,0.12316644,96.26666667,1.422042189,64.13333333,1.223889424,69.84,106.0432332
Food101,3,./checkpoints/Food101_CO/Run3_checkpoint_RAF_Any_1.pth,ERM,CMC,Any,t,1,1.011090405,65.53333333,1.378830575,53.8,1.180331864,58.24,1.011108642,65.53333333,1.378856536,53.8,1.180359409,58.24,0.547464886,82.1,1.172501829,62.93333333,1.003500964,67.56,184.5193422
Food101,4,./checkpoints/Food101_CO/Run4_checkpoint_RAF_Any_1.pth,ERM,CMC,Any,t,1,0.431772725,86.21666667,1.116748545,65.46666667,0.954786653,68.76,0.431707333,86.25,1.116693091,65.53333333,0.954706865,68.76,0.577916808,81.16666667,1.338975242,60.66666667,1.138706236,65.92,152.408402
Food101,5,./checkpoints/Food101_CO/Run5_checkpoint_RAF_Any_1.pth,ERM,CMC,Any,t,1,0.650716924,78.4,1.252965647,59.6,1.082388084,64.44,0.650750672,78.4,1.25295892,59.6,1.082418605,64.44,0.469460919,84.06666667,1.36976287,59.6,1.157296658,66.32,398.651047
KMNIST,1,./checkpoints/KMNIST_CO/Run1_checkpoint_RAF_Any_1.pth,ERM,CMC,Any,t,1,0.003177932,99.91041667,0.036436152,99.11666667,0.114266806,97.32,0.003202891,99.90833333,0.036499108,99.125,0.114248404,97.32,0.00097175,99.97291667,0.032095139,99.325,0.112947903,97.64,1495.583824
KMNIST,2,./checkpoints/KMNIST_CO/Run2_checkpoint_RAF_Any_1.pth,ERM,CMC,Any,t,1,0.00208256,99.9375,0.028688102,99.25833333,0.125765305,97.17,0.002263623,99.92916667,0.028759804,99.25833333,0.126205522,97.15,0.001688071,99.95208333,0.026359295,99.25,0.108407287,97.65,8742.941957
KMNIST,3,./checkpoints/KMNIST_CO/Run3_checkpoint_RAF_Any_1.pth,ERM,CMC,Any,t,1,0.001228794,99.95833333,0.026576396,99.325,0.107026688,97.8,0.001287059,99.95416667,0.027019968,99.30833333,0.107902856,97.82,4.10E-05,100,0.022483955,99.525,0.102544037,98.09,10059.48285
KMNIST,4,./checkpoints/KMNIST_CO/Run4_checkpoint_RAF_Any_1.pth,ERM,CMC,Any,t,1,0.001406521,99.9625,0.036603987,99.125,0.118373497,97.4,0.001386099,99.96041667,0.036484281,99.125,0.118335055,97.4,5.59E-07,100,0.028800838,99.4,0.116049942,98.22,10842.40164
KMNIST,5,./checkpoints/KMNIST_CO/Run5_checkpoint_RAF_Any_1.pth,ERM,CMC,Any,t,1,1.25E-06,100,0.019097097,99.525,0.103271839,98.21,0.00041595,99.99583333,0.023671507,99.41666667,0.118778719,97.68,5.07E-06,100,0.01713208,99.55833333,0.101928253,98.06,6350.98124
MNIST,1,./checkpoints/MNIST_CO/Run1_checkpoint_RAF_Any_1.pth,ERM,CMC,Any,t,1,0.075998156,97.60208333,0.087471459,97.11666667,0.08284106,97.36,0.076025172,97.6,0.087512837,97.10833333,0.082822511,97.35,0.041649437,98.78333333,0.067464937,97.85833333,0.065517655,97.9,16.37906003
MNIST,2,./checkpoints/MNIST_CO/Run2_checkpoint_RAF_Any_1.pth,ERM,CMC,Any,t,1,0.063198176,98.0875,0.073068194,97.79166667,0.065687954,97.9,0.06330146,98.075,0.073127141,97.78333333,0.065745268,97.9,0.036867303,98.875,0.058966639,98.23333333,0.050756963,98.29,17.94339585
MNIST,3,./checkpoints/MNIST_CO/Run3_checkpoint_RAF_Any_1.pth,ERM,CMC,Any,t,1,0.052939161,98.37083333,0.065710052,98.04166667,0.055674117,98.23,0.05290993,98.37291667,0.065680224,98.04166667,0.055655406,98.23,0.02890145,99.12291667,0.048990977,98.55833333,0.039922703,98.7,72.82065272
MNIST,4,./checkpoints/MNIST_CO/Run4_checkpoint_RAF_Any_1.pth,ERM,CMC,Any,t,1,0.05615111,98.275,0.074934725,97.51666667,0.061152756,97.94,0.05615145,98.27291667,0.074934526,97.51666667,0.061153627,97.94,0.035852117,98.85833333,0.060581516,98.13333333,0.051384,98.25,23.58975983
MNIST,5,./checkpoints/MNIST_CO/Run5_checkpoint_RAF_Any_1.pth,ERM,CMC,Any,t,1,0.064952956,97.93333333,0.077315489,97.63333333,0.071552755,97.71,0.065149507,97.91875,0.077530548,97.61666667,0.071745354,97.68,0.037492636,98.78333333,0.062356519,98.15833333,0.055809292,98.14,12.57157326
office31,1,./checkpoints/office31_CO/Run1_checkpoint_RAF_Any_1.pth,ERM,CMC,Any,t,1,0.069123898,98.83527454,0.961987555,75.77777778,0.965991166,75.48845471,0.06999737,98.77981143,0.963409291,75.55555556,0.969470166,75.48845471,0.006153119,100,0.974446145,75.55555556,0.91432297,77.61989343,10954.58763
office31,2,./checkpoints/office31_CO/Run2_checkpoint_RAF_Any_1.pth,ERM,CMC,Any,t,1,0.24213061,95.39656129,1.085049105,72,1.054049937,73.17939609,0.24165538,95.4520244,1.083702979,72.22222222,1.053221159,73.17939609,0.065756695,99.27897948,1.098735133,73.33333333,0.997240978,74.95559503,10953.65842
office31,3,./checkpoints/office31_CO/Run3_checkpoint_RAF_Any_1.pth,ERM,CMC,Any,t,1,0.064554202,99.27897948,0.953413151,74.66666667,0.940689065,75.13321492,0.06455351,99.22351636,0.953414194,74.66666667,0.940689675,75.13321492,0.030483657,99.83361065,0.916584448,74.44444444,0.929743553,76.55417407,4173.203705
office31,4,./checkpoints/office31_CO/Run4_checkpoint_RAF_Any_1.pth,ERM,CMC,Any,t,1,0.014039355,99.77814753,1.013967207,76.22222222,0.983164086,77.97513321,0.014594646,99.72268441,1.015430243,76.22222222,0.984335745,77.97513321,0.000894665,100,0.969445108,76.66666667,0.844259714,79.39609236,10954.63216
office31,5,./checkpoints/office31_CO/Run5_checkpoint_RAF_Any_1.pth,ERM,CMC,Any,t,1,0.00846992,99.83361065,1.110228095,73.55555556,0.986328359,76.19893428,0.009734868,99.77814753,1.11398567,73.55555556,0.988773077,76.19893428,0.005373388,99.88907377,1.101668288,75.11111111,0.952337583,78.330373,10957.23653
SVHN,1,./checkpoints/SVHN_CO/Run1_checkpoint_RAF_Any_1.pth,ERM,CMC,Any,t,1,0.122013562,96.62827404,0.222306826,93.50215002,0.209560856,93.99585126,0.122025648,96.62827404,0.22232537,93.50215002,0.209552624,93.99969269,0.11721301,96.83303472,0.244878031,93.12674903,0.239438151,93.39658881,9864.378021
SVHN,2,./checkpoints/SVHN_CO/Run2_checkpoint_RAF_Any_1.pth,ERM,CMC,Any,t,1,0.12438292,96.47982254,0.223347723,93.80929629,0.203100531,94.16103258,0.124117011,96.48323522,0.223048738,93.80929629,0.202690484,94.164874,0.12307208,96.47299718,0.239312315,93.40659341,0.20616987,94.19944683,10923.83903
SVHN,3,./checkpoints/SVHN_CO/Run3_checkpoint_RAF_Any_1.pth,ERM,CMC,Any,t,1,0.127231404,96.44910844,0.215316086,93.76151799,0.190079842,94.71803934,0.127374098,96.45081478,0.215489207,93.74786704,0.190133191,94.71035648,0.105045063,97.08045389,0.212033598,94.07548973,0.178348527,95.10218193,10898.07083
SVHN,4,./checkpoints/SVHN_CO/Run4_checkpoint_RAF_Any_1.pth,ERM,CMC,Any,t,1,0.164829858,95.46625715,0.224286596,93.23595659,0.200783836,94.42609096,0.163989218,95.49867759,0.223565141,93.25643301,0.200133218,94.4606638,0.106735748,96.88081222,0.221781333,93.80247082,0.189829033,94.59511371,10924.6749
SVHN,5,./checkpoints/SVHN_CO/Run5_checkpoint_RAF_Any_1.pth,ERM,CMC,Any,t,1,0.127940395,96.47299718,0.220016479,93.67278684,0.203584656,94.15719115,0.127941295,96.47299718,0.22001758,93.67278684,0.203585628,94.15719115,0.121243152,96.7050593,0.214074099,94.06183878,0.206645433,94.06499693,982.4123981
USPS,1,./checkpoints/USPS_CO/Run1_checkpoint_RAF_Any_1.pth,ERM,CMC,Any,t,1,0.005998682,99.87997257,0.034969439,98.97119342,0.120671538,97.20976582,0.006491208,99.84567901,0.035756629,98.97119342,0.122108344,97.15994021,0.001570982,99.98285322,0.024286857,99.24554184,0.136426413,97.06028899,9826.722742
USPS,2,./checkpoints/USPS_CO/Run2_checkpoint_RAF_Any_1.pth,ERM,CMC,Any,t,1,0.001378196,99.98285322,0.022180498,99.45130316,0.136745834,96.96063777,0.001547643,99.96570645,0.022857652,99.38271605,0.145282754,96.96063777,0.001890568,99.96570645,0.023117117,99.31412894,0.131469306,96.86098655,5238.081558
USPS,3,./checkpoints/USPS_CO/Run3_checkpoint_RAF_Any_1.pth,ERM,CMC,Any,t,1,0.001381774,99.98285322,0.024907456,99.31412894,0.1407361,96.96063777,0.020665582,99.84567901,0.047444412,99.17695473,0.158585164,96.71150972,0.00101828,99.98285322,0.02129429,99.45130316,0.12952086,97.75784753,5780.265836
USPS,4,./checkpoints/USPS_CO/Run4_checkpoint_RAF_Any_1.pth,ERM,CMC,Any,t,1,0.000479071,100,0.034015062,99.17695473,0.154534002,96.76133533,0.000915665,99.96570645,0.033043634,99.24554184,0.155651397,96.76133533,0.000107129,100,0.033355738,99.31412894,0.13849858,97.30941704,4885.940318
USPS,5,./checkpoints/USPS_CO/Run5_checkpoint_RAF_Any_1.pth,ERM,CMC,Any,t,1,0.015159978,99.58847737,0.035567519,98.69684499,0.129290834,96.86098655,0.015469131,99.55418381,0.035710013,98.69684499,0.130269612,96.81116094,0.000872984,99.98285322,0.018637262,99.65706447,0.13308814,97.40906826,8127.311993
Caltech101,1,./checkpoints/Caltech101_CO/Run1_checkpoint_RAF_Any_10.pth,ERM,CMC,Any,t,10,0.014566262,99.86553976,0.430706804,89.54650269,0.419388442,89.8109728,0.287194114,98.54014599,0.711215002,87.31744812,0.669567811,88.05901337,0.005737154,99.98079139,0.434300334,90.85318985,0.425182566,90.22591056,11311.71816
Caltech101,2,./checkpoints/Caltech101_CO/Run2_checkpoint_RAF_Any_10.pth,ERM,CMC,Any,t,10,0.013747414,99.82712255,0.38760491,90.622598,0.404447668,90.59474412,0.494489844,95.7741068,0.936914406,84.39661799,0.889976644,85.06224066,0.002789822,100,0.323764123,92.54419677,0.38633237,90.87136929,11314.93625
